COM;Pot_Cont;Escalao;ORD;COD_Proposta;Contagem;TF;TV|TVFV|TVP;TVV|TVC;TVVz;TFGN;TVGN
EDPC;2,3;2;;EDPC_78;1;;;;;0,1058;0,0905
EDPC;3,45;3;;EDPC_78;1;0,2611;0,1508;;;0,1453;0,0889
EDPC;4,6;4;;EDPC_78;1;0,4168;0,1508;;;0,2093;0,0888
EDPC;5,75;;;EDPC_78;1;0,492;0,1508;;;;
EDPC;6,9;;;EDPC_78;1;0,5221;0,1508;;;;
EDPC;10,35;;;EDPC_78;1;0,7584;0,1508;;;;
EDPC;13,8;;;EDPC_78;1;0,9914;0,1508;;;;
EDPC;17,25;;;EDPC_78;1;1,2992;0,1508;;;;
EDPC;20,7;;;EDPC_78;1;1,5593;0,1508;;;;
EDPC;1,15;1;;EDPC_79;1;;;;;0,0714;0,093
EDPC;2,3;2;;EDPC_79;1;;;;;0,1058;0,0905
EDPC;3,45;3;;EDPC_79;1;0,2611;0,1508;;;0,1453;0,0889
EDPC;4,6;4;;EDPC_79;1;0,4168;0,1508;;;0,2093;0,0888
EDPC;5,75;;;EDPC_79;1;0,492;0,1508;;;;
EDPC;6,9;;;EDPC_79;1;0,5221;0,1508;;;;
EDPC;10,35;;;EDPC_79;1;0,7584;0,1508;;;;
EDPC;13,8;;;EDPC_79;1;0,9914;0,1508;;;;
EDPC;17,25;;;EDPC_79;1;1,2992;0,1508;;;;
EDPC;20,7;;;EDPC_79;1;1,5593;0,1508;;;;
EDPC;3,45;3;;EDPC_80;1;0,2611;0,1508;;;;
EDPC;4,6;4;;EDPC_80;1;0,4168;0,1508;;;;
EDPC;5,75;;;EDPC_80;1;0,492;0,1508;;;;
EDPC;6,9;;;EDPC_80;1;0,5221;0,1508;;;;
EDPC;10,35;;;EDPC_80;1;0,7584;0,1508;;;;
EDPC;13,8;;;EDPC_80;1;0,9914;0,1508;;;;
EDPC;17,25;;;EDPC_80;1;1,2992;0,1508;;;;
EDPC;20,7;;;EDPC_80;1;1,5593;0,1508;;;;
EDPC;3,45;3;;EDPC_81;1;0,2611;0,1508;;;;
EDPC;4,6;4;;EDPC_81;1;0,4168;0,1508;;;;
EDPC;5,75;;;EDPC_81;1;0,492;0,1508;;;;
EDPC;6,9;;;EDPC_81;1;0,5221;0,1508;;;;
EDPC;10,35;;;EDPC_81;1;0,7584;0,1508;;;;
EDPC;13,8;;;EDPC_81;1;0,9914;0,1508;;;;
EDPC;17,25;;;EDPC_81;1;1,2992;0,1508;;;;
EDPC;20,7;;;EDPC_81;1;1,5593;0,1508;;;;
EDPC;1,15;1;;EDPC_84;1;0,1367;0,1627;;;;
EDPC;2,3;2;;EDPC_84;1;0,2094;0,1627;;;;
EDPC;3,45;3;;EDPC_84;1;0,2466;0,1424;;;;
EDPC;4,6;4;;EDPC_84;1;0,3936;0,1424;;;;
EDPC;5,75;;;EDPC_84;1;0,4647;0,1424;;;;
EDPC;6,9;;;EDPC_84;1;0,4931;0,1424;;;;
EDPC;10,35;;;EDPC_84;1;0,7163;0,1424;;;;
EDPC;13,8;;;EDPC_84;1;0,9363;0,1424;;;;
EDPC;17,25;;;EDPC_84;1;1,227;0,1424;;;;
EDPC;20,7;;;EDPC_84;1;1,4726;0,1424;;;;
EDPC;1,15;1;;EDPC_85;1;0,1367;0,1627;;;;
EDPC;2,3;2;;EDPC_85;1;0,2094;0,1627;;;;
EDPC;3,45;3;;EDPC_85;1;0,2901;0,1675;;;;
EDPC;4,6;4;;EDPC_85;1;0,4631;0,1675;;;;
EDPC;5,75;;;EDPC_85;1;0,5467;0,1675;;;;
EDPC;6,9;;;EDPC_85;1;0,5801;0,1675;;;;
EDPC;10,35;;;EDPC_85;1;0,8427;0,1675;;;;
EDPC;13,8;;;EDPC_85;1;1,1015;0,1675;;;;
EDPC;17,25;;;EDPC_85;1;1,4435;0,1675;;;;
EDPC;20,7;;;EDPC_85;1;1,7325;0,1675;;;;
EDPC;1,15;1;;EDPC_86;1;0,1367;0,1627;;;0,0752;0,0979
EDPC;2,3;2;;EDPC_86;1;0,2094;0,1627;;;0,1114;0,0953
EDPC;3,45;3;;EDPC_86;1;0,2466;0,1424;;;0,1529;0,0936
EDPC;4,6;4;;EDPC_86;1;0,3936;0,1424;;;0,2203;0,0935
EDPC;5,75;;;EDPC_86;1;0,4647;0,1424;;;;
EDPC;6,9;;;EDPC_86;1;0,4931;0,1424;;;;
EDPC;10,35;;;EDPC_86;1;0,7163;0,1424;;;;
EDPC;13,8;;;EDPC_86;1;0,9363;0,1424;;;;
EDPC;17,25;;;EDPC_86;1;1,227;0,1424;;;;
EDPC;20,7;;;EDPC_86;1;1,4726;0,1424;;;;
EDPC;1,15;1;;EDPC_92;1;0,146223;0,1932651765;;;0,04851;0,145233
EDPC;2,3;2;;EDPC_92;1;0,223146;0,194632416;;;0,079497;0,124839
EDPC;3,45;3;;EDPC_92;1;0,282744;0,19556462475;;;0,112167;0,114642
EDPC;4,6;4;;EDPC_92;1;0,356598;0,195626772;;;0,157707;0,099594
EDPC;5,75;;;EDPC_92;1;0,43857;0,19568891925;;;;
EDPC;6,9;;;EDPC_92;1;0,510939;0,19556462475;;;;
EDPC;10,35;;;EDPC_92;1;0,736065;0,19556462475;;;;
EDPC;13,8;;;EDPC_92;1;0,97812;0,19556462475;;;;
EDPC;17,25;;;EDPC_92;1;1,19691;0,186782297625;;;;
EDPC;20,7;;;EDPC_92;1;1,43451;0,18672437025;;;;
EDPC;1,15;1;;EDPC_93;1;0;0;;;0,049;0,1467
EDPC;2,3;2;;EDPC_93;1;0;0;;;0,0803;0,1261
EDPC;3,45;3;;EDPC_93;1;0;0;;;0,1133;0,1158
EDPC;4,6;4;;EDPC_93;1;0;0;;;0,1593;0,1006
EDPC;5,75;;;EDPC_93;1;0;0;;;;
EDPC;6,9;;;EDPC_93;1;0;0;;;;
EDPC;10,35;;;EDPC_93;1;0;0;;;;
EDPC;13,8;;;EDPC_93;1;0;0;;;;
EDPC;17,25;;;EDPC_93;1;0;0;;;;
EDPC;20,7;;;EDPC_93;1;0;0;;;;
EDPC;1,15;1;;EDPC_94;1;0,1477;0,1620304005;;;0,04802;0,143766
EDPC;2,3;2;;EDPC_94;1;0,2254;0,163176672;;;0,078694;0,123578
EDPC;3,45;3;;EDPC_94;1;0,2856;0,16395822075;;;0,111034;0,113484
EDPC;4,6;4;;EDPC_94;1;0,3602;0,164010324;;;0,156114;0,098588
EDPC;5,75;;;EDPC_94;1;0,443;0,16406242725;;;;
EDPC;6,9;;;EDPC_94;1;0,5161;0,16395822075;;;;
EDPC;10,35;;;EDPC_94;1;0,7435;0,16395822075;;;;
EDPC;13,8;;;EDPC_94;1;0,988;0,16395822075;;;;
EDPC;17,25;;;EDPC_94;1;1,209;0,156595259625;;;;
EDPC;20,7;;;EDPC_94;1;1,449;0,15654669425;;;;
EDPC;1,15;1;;EDPC_95;1;0,144746;0,1581260535;;;0,04802;0,143766
EDPC;2,3;2;;EDPC_95;1;0,220892;0,159244704;;;0,078694;0,123578
EDPC;3,45;3;;EDPC_95;1;0,279888;0,16000742025;;;0,111034;0,113484
EDPC;4,6;4;;EDPC_95;1;0,352996;0,160058268;;;0,156114;0,098588
EDPC;5,75;;;EDPC_95;1;0,43414;0,16010911575;;;;
EDPC;6,9;;;EDPC_95;1;0,505778;0,16000742025;;;;
EDPC;10,35;;;EDPC_95;1;0,72863;0,16000742025;;;;
EDPC;13,8;;;EDPC_95;1;0,96824;0,16000742025;;;;
EDPC;17,25;;;EDPC_95;1;1,18482;0,152821879875;;;;
EDPC;20,7;;;EDPC_95;1;1,42002;0,15277448475;;;;
EDPC;1,15;1;;EDPC_96;1;0,144746;0,191313003;;;0,04851;0,145233
EDPC;2,3;2;;EDPC_96;1;0,220892;0,192666432;;;0,079497;0,124839
EDPC;3,45;3;;EDPC_96;1;0,279888;0,1935892245;;;0,112167;0,114642
EDPC;4,6;4;;EDPC_96;1;0,352996;0,193650744;;;0,157707;0,099594
EDPC;5,75;;;EDPC_96;1;0,43414;0,1937122635;;;;
EDPC;6,9;;;EDPC_96;1;0,505778;0,1935892245;;;;
EDPC;10,35;;;EDPC_96;1;0,72863;0,1935892245;;;;
EDPC;13,8;;;EDPC_96;1;0,96824;0,1935892245;;;;
EDPC;17,25;;;EDPC_96;1;1,18482;0,18489560775;;;;
EDPC;20,7;;;EDPC_96;1;1,42002;0,1848382655;;;;
EDPC;1,15;1;;EDPC_97;1;0,1477;0,19521735;;;0,049;0,1467
EDPC;2,3;2;;EDPC_97;1;0,2254;0,1965984;;;0,0803;0,1261
EDPC;3,45;3;;EDPC_97;1;0,2856;0,197540025;;;0,1133;0,1158
EDPC;4,6;4;;EDPC_97;1;0,3602;0,1976028;;;0,1593;0,1006
EDPC;5,75;;;EDPC_97;1;0,443;0,197665575;;;;
EDPC;6,9;;;EDPC_97;1;0,5161;0,197540025;;;;
EDPC;10,35;;;EDPC_97;1;0,7435;0,197540025;;;;
EDPC;13,8;;;EDPC_97;1;0,988;0,197540025;;;;
EDPC;17,25;;;EDPC_97;1;1,209;0,1886689875;;;;
EDPC;20,7;;;EDPC_97;1;1,449;0,188610475;;;;
EDPC;1,15;1;;EDPC_98;1;0,1367;0,1627;;;0,0752;0,0979
EDPC;2,3;2;;EDPC_98;1;0,2094;0,1627;;;0,1114;0,0953
EDPC;3,45;3;;EDPC_98;1;0,2901;0,1675;;;0,1529;0,0936
EDPC;4,6;4;;EDPC_98;1;0,4631;0,1675;;;0,2203;0,0935
EDPC;5,75;;;EDPC_98;1;0,5467;0,1675;;;;
EDPC;6,9;;;EDPC_98;1;0,5801;0,1675;;;;
EDPC;10,35;;;EDPC_98;1;0,8427;0,1675;;;;
EDPC;13,8;;;EDPC_98;1;1,1015;0,1675;;;;
EDPC;17,25;;;EDPC_98;1;1,4435;0,1675;;;;
EDPC;20,7;;;EDPC_98;1;1,7325;0,1675;;;;
EDPC;1,15;1;;EDPC_99;1;0,1477;0,19521735;;;;
EDPC;2,3;2;;EDPC_99;1;0,2254;0,1965984;;;;
EDPC;3,45;3;;EDPC_99;1;0,2856;0,197540025;;;;
EDPC;4,6;4;;EDPC_99;1;0,3602;0,1976028;;;;
EDPC;5,75;;;EDPC_99;1;0,443;0,197665575;;;;
EDPC;6,9;;;EDPC_99;1;0,5161;0,197540025;;;;
EDPC;10,35;;;EDPC_99;1;0,7435;0,197540025;;;;
EDPC;13,8;;;EDPC_99;1;0,988;0,197540025;;;;
EDPC;17,25;;;EDPC_99;1;1,209;0,1886689875;;;;
EDPC;20,7;;;EDPC_99;1;1,449;0,188610475;;;;
EDPC;3,45;;;EDPC_01;2;0,3551;0,1537;0,0929;;;
EDPC;4,6;;;EDPC_01;2;0,4577;0,1537;0,0929;;;
EDPC;5,75;;;EDPC_01;2;0,5412;0,1537;0,0929;;;
EDPC;6,9;;;EDPC_01;2;0,6166;0,1537;0,0929;;;
EDPC;10,35;;;EDPC_01;2;0,8842;0,1537;0,0929;;;
EDPC;13,8;;;EDPC_01;2;1,0722;0,1537;0,0929;;;
EDPC;17,25;;;EDPC_01;2;1,3913;0,1537;0,0929;;;
EDPC;20,7;;;EDPC_01;2;1,7042;0,1537;0,0929;;;
EDPC;3,45;;;EDPC_02;2;0,4395;0,1902;0,1149;;;
EDPC;4,6;;;EDPC_02;2;0,5664;0,1902;0,1149;;;
EDPC;5,75;;;EDPC_02;2;0,6697;0,1902;0,1149;;;
EDPC;6,9;;;EDPC_02;2;0,7631;0,1902;0,1149;;;
EDPC;10,35;;;EDPC_02;2;1,0941;0,1902;0,1149;;;
EDPC;13,8;;;EDPC_02;2;1,3268;0,1902;0,1149;;;
EDPC;17,25;;;EDPC_02;2;1,7217;0,1902;0,1149;;;
EDPC;20,7;;;EDPC_02;2;2,1089;0,1902;0,1149;;;
EDPC;3,45;;;EDPC_03;2;0,4439;0,1633;0,0987;;;
EDPC;4,6;;;EDPC_03;2;0,5721;0,1633;0,0987;;;
EDPC;5,75;;;EDPC_03;2;0,6765;0,1633;0,0987;;;
EDPC;6,9;;;EDPC_03;2;0,7708;0,1633;0,0987;;;
EDPC;10,35;;;EDPC_03;2;1,1052;0,1633;0,0987;;;
EDPC;13,8;;;EDPC_03;2;1,3402;0,1633;0,0987;;;
EDPC;17,25;;;EDPC_03;2;1,7391;0,1633;0,0987;;;
EDPC;20,7;;;EDPC_03;2;2,1302;0,1633;0,0987;;;
EDPC;3,45;;;EDPC_04;2;0,4395;0,1902;0,1149;;;
EDPC;4,6;;;EDPC_04;2;0,5664;0,1902;0,1149;;;
EDPC;5,75;;;EDPC_04;2;0,6697;0,1902;0,1149;;;
EDPC;6,9;;;EDPC_04;2;0,7631;0,1902;0,1149;;;
EDPC;10,35;;;EDPC_04;2;1,0941;0,1902;0,1149;;;
EDPC;13,8;;;EDPC_04;2;1,3268;0,1902;0,1149;;;
EDPC;17,25;;;EDPC_04;2;1,7217;0,1902;0,1149;;;
EDPC;20,7;;;EDPC_04;2;2,1089;0,1902;0,1149;;;
EDPC;3,45;;;EDPC_05;2;0,3107;0,1921;0,1161;;;
EDPC;4,6;;;EDPC_05;2;0,4005;0,1921;0,1161;;;
EDPC;5,75;;;EDPC_05;2;0,4736;0,1921;0,1161;;;
EDPC;6,9;;;EDPC_05;2;0,5396;0,1921;0,1161;;;
EDPC;10,35;;;EDPC_05;2;0,7736;0,1921;0,1161;;;
EDPC;13,8;;;EDPC_05;2;0,9381;0,1921;0,1161;;;
EDPC;17,25;;;EDPC_05;2;1,2174;0,1921;0,1161;;;
EDPC;20,7;;;EDPC_05;2;1,4911;0,1921;0,1161;;;
EDPC;3,45;;;EDPC_08;2;0,435;0,1883;0,1045;;;
EDPC;4,6;;;EDPC_08;2;0,5607;0,1883;0,1045;;;
EDPC;5,75;;;EDPC_08;2;0,663;0,1883;0,1045;;;
EDPC;6,9;;;EDPC_08;2;0,7554;0,1883;0,1045;;;
EDPC;10,35;;;EDPC_08;2;1,0831;0,1883;0,1045;;;
EDPC;13,8;;;EDPC_08;2;1,3134;0,1883;0,1045;;;
EDPC;17,25;;;EDPC_08;2;1,7043;0,1883;0,1045;;;
EDPC;20,7;;;EDPC_08;2;2,0876;0,1883;0,1045;;;
EDPC;3,45;;;EDPC_09;2;0,4439;0,1921;0,1161;;;
EDPC;4,6;;;EDPC_09;2;0,5721;0,1921;0,1161;;;
EDPC;5,75;;;EDPC_09;2;0,6765;0,1921;0,1161;;;
EDPC;6,9;;;EDPC_09;2;0,7708;0,1921;0,1161;;;
EDPC;10,35;;;EDPC_09;2;1,1052;0,1921;0,1161;;;
EDPC;13,8;;;EDPC_09;2;1,3402;0,1921;0,1161;;;
EDPC;17,25;;;EDPC_09;2;1,7391;0,1921;0,1161;;;
EDPC;20,7;;;EDPC_09;2;2,1302;0,1921;0,1161;;;
EDPC;3,45;;;EDPC_10;2;0,435;0,1883;0,0929;;;
EDPC;4,6;;;EDPC_10;2;0,5607;0,1883;0,0929;;;
EDPC;5,75;;;EDPC_10;2;0,663;0,1883;0,0929;;;
EDPC;6,9;;;EDPC_10;2;0,7554;0,1883;0,0929;;;
EDPC;10,35;;;EDPC_10;2;1,0831;0,1883;0,0929;;;
EDPC;13,8;;;EDPC_10;2;1,3134;0,1883;0,0929;;;
EDPC;17,25;;;EDPC_10;2;1,7043;0,1883;0,0929;;;
EDPC;20,7;;;EDPC_10;2;2,0876;0,1883;0,0929;;;
EDPC;3,45;;;EDPC_100;2;0,3451;0,1846;0,11475;;;
EDPC;4,6;;;EDPC_100;2;0,4342;0,1847;0,11475;;;
EDPC;5,75;;;EDPC_100;2;0,5124;0,1847;0,11475;;;
EDPC;6,9;;;EDPC_100;2;0,5927;0,18465;0,11475;;;
EDPC;10,35;;;EDPC_100;2;0,8133;0,18465;0,11475;;;
EDPC;13,8;;;EDPC_100;2;1,0515;0,1844;0,11435;;;
EDPC;17,25;;;EDPC_100;2;1,2779;0,1766;0,1078;;;
EDPC;20,7;;;EDPC_100;2;1,5386;0,1766;0,1078;;;
EDPC;3,45;;;EDPC_101;2;0,3451;0,1879980295;0,11683401625;;;
EDPC;4,6;;;EDPC_101;2;0,4342;0,188102236;0,1168861195;;;
EDPC;5,75;;;EDPC_101;2;0,5124;0,188102236;0,1168861195;;;
EDPC;6,9;;;EDPC_101;2;0,5927;0,18805013275;0,1168861195;;;
EDPC;10,35;;;EDPC_101;2;0,8133;0,18805013275;0,1168861195;;;
EDPC;13,8;;;EDPC_101;2;1,0515;0,1877896165;0,11641719025;;;
EDPC;17,25;;;EDPC_101;2;1,2779;0,179861881875;0,10978914225;;;
EDPC;20,7;;;EDPC_101;2;1,5386;0,179861881875;0,10978914225;;;
EDPC;3,45;;;EDPC_11;2;0,4173;0,1806;0,1091;;;
EDPC;4,6;;;EDPC_11;2;0,5378;0,1806;0,1091;;;
EDPC;5,75;;;EDPC_11;2;0,6359;0,1806;0,1091;;;
EDPC;6,9;;;EDPC_11;2;0,7246;0,1806;0,1091;;;
EDPC;10,35;;;EDPC_11;2;1,0389;0,1806;0,1091;;;
EDPC;13,8;;;EDPC_11;2;1,2598;0,1806;0,1091;;;
EDPC;17,25;;;EDPC_11;2;1,6348;0,1806;0,1091;;;
EDPC;20,7;;;EDPC_11;2;2,0024;0,1806;0,1091;;;
EDPC;3,45;;;EDPC_12;2;0,4261;0,1844;0,1115;;;
EDPC;4,6;;;EDPC_12;2;0,5492;0,1844;0,1115;;;
EDPC;5,75;;;EDPC_12;2;0,6494;0,1844;0,1115;;;
EDPC;6,9;;;EDPC_12;2;0,74;0,1844;0,1115;;;
EDPC;10,35;;;EDPC_12;2;1,061;0,1844;0,1115;;;
EDPC;13,8;;;EDPC_12;2;1,2866;0,1844;0,1115;;;
EDPC;17,25;;;EDPC_12;2;1,6695;0,1844;0,1115;;;
EDPC;20,7;;;EDPC_12;2;2,045;0,1844;0,1115;;;
EDPC;3,45;;;EDPC_122;2;0,317492;0,208383358;0,129502765;;;
EDPC;4,6;;;EDPC_122;2;0,399464;0,208498864;0,129560518;;;
EDPC;5,75;;;EDPC_122;2;0,471408;0,208498864;0,129560518;;;
EDPC;6,9;;;EDPC_122;2;0,545284;0,208441111;0,129560518;;;
EDPC;10,35;;;EDPC_122;2;0,748236;0,208441111;0,129560518;;;
EDPC;13,8;;;EDPC_122;2;0,96738;0,208152346;0,129040741;;;
EDPC;17,25;;;EDPC_122;2;1,175668;0,1993649775;0,121693989;;;
EDPC;20,7;;;EDPC_122;2;1,415512;0,1993649775;0,121693989;;;
EDPC;3,45;;;EDPC_123;2;0,317492;0,1698777375;0,10557290625;;;
EDPC;4,6;;;EDPC_123;2;0,399464;0,1699719;0,1056199875;;;
EDPC;5,75;;;EDPC_123;2;0,471408;0,1699719;0,1056199875;;;
EDPC;6,9;;;EDPC_123;2;0,545284;0,16992481875;0,1056199875;;;
EDPC;10,35;;;EDPC_123;2;0,748236;0,16992481875;0,1056199875;;;
EDPC;13,8;;;EDPC_123;2;0,96738;0,1696894125;0,10519625625;;;
EDPC;17,25;;;EDPC_123;2;1,175668;0,162525796875;0,09920705625;;;
EDPC;20,7;;;EDPC_123;2;1,415512;0,162525796875;0,09920705625;;;
EDPC;3,45;;;EDPC_124;2;0,338198;0,2027175;0,126016;;;
EDPC;4,6;;;EDPC_124;2;0,425516;0,202807;0,126016;;;
EDPC;5,75;;;EDPC_124;2;0,502152;0,202807;0,126016;;;
EDPC;6,9;;;EDPC_124;2;0,580846;0,202807;0,126016;;;
EDPC;10,35;;;EDPC_124;2;0,797034;0,202807;0,126016;;;
EDPC;13,8;;;EDPC_124;2;1,03047;0,2025385;0,1255685;;;
EDPC;17,25;;;EDPC_124;2;1,252342;0,1939465;0,1184085;;;
EDPC;20,7;;;EDPC_124;2;1,507828;0,1939465;0,1184085;;;
EDPC;3,45;;;EDPC_125;2;0,317492;0,1664775;0,103488;;;
EDPC;4,6;;;EDPC_125;2;0,399464;0,166551;0,103488;;;
EDPC;5,75;;;EDPC_125;2;0,471408;0,166551;0,103488;;;
EDPC;6,9;;;EDPC_125;2;0,545284;0,166551;0,103488;;;
EDPC;10,35;;;EDPC_125;2;0,748236;0,166551;0,103488;;;
EDPC;13,8;;;EDPC_125;2;0,96738;0,1663305;0,1031205;;;
EDPC;17,25;;;EDPC_125;2;1,175668;0,1592745;0,0972405;;;
EDPC;20,7;;;EDPC_125;2;1,415512;0,1592745;0,0972405;;;
EDPC;3,45;;;EDPC_126;2;0,317492;0,1891275;0,117568;;;
EDPC;4,6;;;EDPC_126;2;0,399464;0,189211;0,117568;;;
EDPC;5,75;;;EDPC_126;2;0,471408;0,189211;0,117568;;;
EDPC;6,9;;;EDPC_126;2;0,545284;0,189211;0,117568;;;
EDPC;10,35;;;EDPC_126;2;0,748236;0,189211;0,117568;;;
EDPC;13,8;;;EDPC_126;2;0,96738;0,1889605;0,1171505;;;
EDPC;17,25;;;EDPC_126;2;1,175668;0,1809445;0,1104705;;;
EDPC;20,7;;;EDPC_126;2;1,415512;0,1809445;0,1104705;;;
EDPC;3,45;;;EDPC_127;2;0;0;0;;;
EDPC;4,6;;;EDPC_127;2;0;0;0;;;
EDPC;5,75;;;EDPC_127;2;0;0;0;;;
EDPC;6,9;;;EDPC_127;2;0;0;0;;;
EDPC;10,35;;;EDPC_127;2;0;0;0;;;
EDPC;13,8;;;EDPC_127;2;0;0;0;;;
EDPC;17,25;;;EDPC_127;2;0;0;0;;;
EDPC;20,7;;;EDPC_127;2;0;0;0;;;
EDPC;3,45;;;EDPC_128;2;0,3451;0,20725;0,1288;;;
EDPC;4,6;;;EDPC_128;2;0,4342;0,20735;0,12885;;;
EDPC;5,75;;;EDPC_128;2;0,5124;0,20735;0,12885;;;
EDPC;6,9;;;EDPC_128;2;0,5927;0,20735;0,12885;;;
EDPC;10,35;;;EDPC_128;2;0,8133;0,20735;0,12885;;;
EDPC;13,8;;;EDPC_128;2;1,0515;0,20705;0,12835;;;
EDPC;17,25;;;EDPC_128;2;1,2779;0,1983;0,12105;;;
EDPC;20,7;;;EDPC_128;2;1,5386;0,1983;0,12105;;;
EDPC;3,45;;;EDPC_129;2;0,3451;0,1879980295;0,11683401625;;;
EDPC;4,6;;;EDPC_129;2;0,4342;0,188102236;0,1168861195;;;
EDPC;5,75;;;EDPC_129;2;0,5124;0,188102236;0,1168861195;;;
EDPC;6,9;;;EDPC_129;2;0,5927;0,18805013275;0,1168861195;;;
EDPC;10,35;;;EDPC_129;2;0,8133;0,18805013275;0,1168861195;;;
EDPC;13,8;;;EDPC_129;2;1,0515;0,1877896165;0,11641719025;;;
EDPC;17,25;;;EDPC_129;2;1,2779;0,179861881875;0,10978914225;;;
EDPC;20,7;;;EDPC_129;2;1,5386;0,179861881875;0,10978914225;;;
EDPC;3,45;;;EDPC_13;2;0,4084;0,1767;0,1068;;;
EDPC;4,6;;;EDPC_13;2;0,5263;0,1767;0,1068;;;
EDPC;5,75;;;EDPC_13;2;0,6224;0,1767;0,1068;;;
EDPC;6,9;;;EDPC_13;2;0,7091;0,1767;0,1068;;;
EDPC;10,35;;;EDPC_13;2;1,0168;0,1767;0,1068;;;
EDPC;13,8;;;EDPC_13;2;1,233;0,1767;0,1068;;;
EDPC;17,25;;;EDPC_13;2;1,6;0,1767;0,1068;;;
EDPC;20,7;;;EDPC_13;2;1,9598;0,1767;0,1068;;;
EDPC;3,45;;;EDPC_130;2;0,338198;0,1834679565;0,11401873875;;;
EDPC;4,6;;;EDPC_130;2;0,425516;0,183569652;0,1140695865;;;
EDPC;5,75;;;EDPC_130;2;0,502152;0,183569652;0,1140695865;;;
EDPC;6,9;;;EDPC_130;2;0,580846;0,18351880425;0,1140695865;;;
EDPC;10,35;;;EDPC_130;2;0,797034;0,18351880425;0,1140695865;;;
EDPC;13,8;;;EDPC_130;2;1,03047;0,1832645655;0,11361195675;;;
EDPC;17,25;;;EDPC_130;2;1,252342;0,175527860625;0,10714362075;;;
EDPC;20,7;;;EDPC_130;2;1,507828;0,175527860625;0,10714362075;;;
EDPC;3,45;;;EDPC_131;2;0;0;0;;;
EDPC;4,6;;;EDPC_131;2;0;0;0;;;
EDPC;5,75;;;EDPC_131;2;0;0;0;;;
EDPC;6,9;;;EDPC_131;2;0;0;0;;;
EDPC;10,35;;;EDPC_131;2;0;0;0;;;
EDPC;13,8;;;EDPC_131;2;0;0;0;;;
EDPC;17,25;;;EDPC_131;2;0;0;0;;;
EDPC;20,7;;;EDPC_131;2;0;0;0;;;
EDPC;3,45;;;EDPC_132;2;0,338198;0,1800675;0,111936;;;
EDPC;4,6;;;EDPC_132;2;0,425516;0,180147;0,111936;;;
EDPC;5,75;;;EDPC_132;2;0,502152;0,180147;0,111936;;;
EDPC;6,9;;;EDPC_132;2;0,580846;0,180147;0,111936;;;
EDPC;10,35;;;EDPC_132;2;0,797034;0,180147;0,111936;;;
EDPC;13,8;;;EDPC_132;2;1,03047;0,1799085;0,1115385;;;
EDPC;17,25;;;EDPC_132;2;1,252342;0,1722765;0,1051785;;;
EDPC;20,7;;;EDPC_132;2;1,507828;0,1722765;0,1051785;;;
EDPC;3,45;;;EDPC_133;2;0,4439;0,1921;0,1161;;;
EDPC;4,6;;;EDPC_133;2;0,5721;0,1921;0,1161;;;
EDPC;5,75;;;EDPC_133;2;0,6765;0,1921;0,1161;;;
EDPC;6,9;;;EDPC_133;2;0,7708;0,1921;0,1161;;;
EDPC;10,35;;;EDPC_133;2;1,1052;0,1921;0,1161;;;
EDPC;13,8;;;EDPC_133;2;1,3402;0,1921;0,1161;;;
EDPC;17,25;;;EDPC_133;2;1,7391;0,1921;0,1161;;;
EDPC;20,7;;;EDPC_133;2;2,1302;0,1921;0,1161;;;
EDPC;3,45;;;EDPC_134;2;0,3995;0,1729;0,1045;;;
EDPC;4,6;;;EDPC_134;2;0,5149;0,1729;0,1045;;;
EDPC;5,75;;;EDPC_134;2;0,6089;0,1729;0,1045;;;
EDPC;6,9;;;EDPC_134;2;0,6937;0,1729;0,1045;;;
EDPC;10,35;;;EDPC_134;2;0,9947;0,1729;0,1045;;;
EDPC;13,8;;;EDPC_134;2;1,2062;0,1729;0,1045;;;
EDPC;17,25;;;EDPC_134;2;1,5652;0,1729;0,1045;;;
EDPC;20,7;;;EDPC_134;2;1,9172;0,1729;0,1045;;;
EDPC;3,45;;;EDPC_135;2;0,4395;0,1902;0,1149;;;
EDPC;4,6;;;EDPC_135;2;0,5664;0,1902;0,1149;;;
EDPC;5,75;;;EDPC_135;2;0,6697;0,1902;0,1149;;;
EDPC;6,9;;;EDPC_135;2;0,7631;0,1902;0,1149;;;
EDPC;10,35;;;EDPC_135;2;1,0941;0,1902;0,1149;;;
EDPC;13,8;;;EDPC_135;2;1,3268;0,1902;0,1149;;;
EDPC;17,25;;;EDPC_135;2;1,7217;0,1902;0,1149;;;
EDPC;20,7;;;EDPC_135;2;2,1089;0,1902;0,1149;;;
EDPC;3,45;;;EDPC_136;2;0,4439;0,1633;0,0987;;;
EDPC;4,6;;;EDPC_136;2;0,5721;0,1633;0,0987;;;
EDPC;5,75;;;EDPC_136;2;0,6765;0,1633;0,0987;;;
EDPC;6,9;;;EDPC_136;2;0,7708;0,1633;0,0987;;;
EDPC;10,35;;;EDPC_136;2;1,1052;0,1633;0,0987;;;
EDPC;13,8;;;EDPC_136;2;1,3402;0,1633;0,0987;;;
EDPC;17,25;;;EDPC_136;2;1,7391;0,1633;0,0987;;;
EDPC;20,7;;;EDPC_136;2;2,1302;0,1633;0,0987;;;
EDPC;3,45;;;EDPC_137;2;0,3551;0,1537;0,0929;;;
EDPC;4,6;;;EDPC_137;2;0,4577;0,1537;0,0929;;;
EDPC;5,75;;;EDPC_137;2;0,5412;0,1537;0,0929;;;
